"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Developer"
"306","Batman: Arkham Knight","PS4",2015,"Action","Warner Bros. Interactive Entertainment",1.53,1.69,0.1,0.64,3.95,"Rocksteady Studios"
"307","The Legend of Zelda: Skyward Sword","Wii",2011,"Action","Nintendo",2.03,1.16,0.37,0.38,3.95,"Nintendo"
"308","Fallout 3","PS3",2008,"Role-Playing","Bethesda Softworks",2.15,1.13,0.07,0.59,3.94,"Bethesda Game Studios"
"309","Professor Layton and the Diabolical Box","DS",2007,"Puzzle","Nintendo",0.9,1.76,0.92,0.37,3.94,"Level 5"
"311","EA Sports Active","Wii",2009,"Sports","Electronic Arts",2.09,1.35,0.06,0.4,3.9,"EA Canada"
"312","Tony Hawk's Underground","PS2",2003,"Sports","Activision",2.29,1.17,0.01,0.42,3.9,"Neversoft Entertainment"
"313","Monster Hunter 4 Ultimate","3DS",2014,"Role-Playing","Nintendo",0.68,0.48,2.62,0.11,3.89,"Capcom"
"314","The Elder Scrolls V: Skyrim","PC",2011,"Role-Playing","Bethesda Softworks",1.16,2.12,0,0.6,3.88,"Bethesda Game Studios"
"315","NBA 2K16","PS4",2015,"Sports","Take-Two Interactive",2.49,0.66,0.03,0.69,3.88,"Visual Concepts"
"316","Tekken 5","PS2",2005,"Fighting","Namco Bandai Games",0.93,1.94,0.31,0.7,3.87,"Namco"
"318","MotorStorm","PS3",2006,"Racing","Sony Computer Entertainment",1.53,1.6,0.06,0.67,3.87,"Evolution Studios"
"320","World Soccer Winning Eleven 8 International","PS2",2004,"Sports","Konami Digital Entertainment",0.16,1.89,1.12,0.68,3.85,"KCET"
"321","Sports Champions","PS3",2010,"Sports","Sony Computer Entertainment",2.13,1.12,0.1,0.5,3.84,"SCEA, Zindagi Games"
"324","Call of Duty: Ghosts","PS4",2013,"Shooter","Activision",1.78,1.43,0.05,0.57,3.83,"Infinity Ward"
"325","Flash Focus: Vision Training in Minutes a Day","DS",2007,"Misc","Nintendo",0.86,1.56,1.05,0.35,3.83,"Nintendo, Namco Bandai Games"
"326","Tom Clancy's The Division","PS4",2016,"Shooter","Ubisoft",1.35,1.7,0.15,0.6,3.8,"Massive Entertainment"
"327","Big Brain Academy: Wii Degree","Wii",2007,"Misc","Nintendo",1.05,1.91,0.41,0.42,3.79,"Nintendo"
"330","LEGO Indiana Jones: The Original Adventures","X360",2008,"Action","Activision",2.4,1.01,0,0.36,3.76,"Traveller's Tales"
"331","The Sims: Unleashed","PC",2002,"Simulation","Electronic Arts",2.03,1.56,0,0.17,3.76,"Maxis"
"333","Harry Potter and the Sorcerer's Stone","PS",2001,"Action","Electronic Arts",1.37,2,0.14,0.22,3.73,"Argonaut Games"
"336","Super Paper Mario","Wii",2007,"Platform","Nintendo",1.95,0.86,0.59,0.31,3.71,"Intelligent Systems"
"337","Spyro: Year of the Dragon","PS",2000,"Platform","Sony Computer Entertainment",1.93,1.58,0,0.19,3.71,"Insomniac Games"
"338","Assassin's Creed IV: Black Flag","PS3",2013,"Action","Ubisoft",1.33,1.68,0.13,0.57,3.71,"Ubisoft"
"339","FIFA Soccer 2005","PS2",2004,"Sports","Electronic Arts",0.58,2.48,0.04,0.59,3.7,"EA Canada"
"342","Tony Hawk's Pro Skater 4","PS2",2002,"Sports","Activision",2.13,1.18,0.01,0.35,3.67,"Neversoft Entertainment"
"344","MySims","DS",2007,"Simulation","Electronic Arts",1.58,1.59,0.08,0.41,3.66,"TOSE"
"345","Midnight Club 3: DUB Edition","PSP",2005,"Racing","Take-Two Interactive",1.65,1.21,0,0.79,3.65,"Rockstar Leeds"
"347","SOCOM: U.S. Navy SEALs","PS2",2002,"Shooter","Sony Computer Entertainment",2.53,0.81,0.06,0.24,3.65,"Zipper Interactive"
"348","Jak and Daxter: The Precursor Legacy","PS2",2001,"Platform","Sony Computer Entertainment",2.08,1.09,0.15,0.33,3.64,"Naughty Dog"
"350","Pro Evolution Soccer 2008","PS2",2007,"Sports","Konami Digital Entertainment",0.05,0,0.64,2.93,3.63,"Konami"
"351","Resident Evil 4","PS2",2005,"Action","Capcom",2.08,0.83,0.46,0.25,3.62,"Capcom"
"352","Guitar Hero: World Tour","Wii",2008,"Misc","Activision",2.32,0.96,0,0.34,3.62,"Vicarious Visions"
"353","FIFA Soccer 10","PS3",2009,"Sports","Electronic Arts",0.6,2.45,0.05,0.52,3.62,"EA Sports"
"354","Star Wars: Battlefront","PS2",2004,"Shooter","LucasArts",1.93,1.22,0.03,0.44,3.61,"Pandemic Studios"
"356","The Simpsons: Road Rage","PS2",2001,"Racing","Electronic Arts",2.02,1.17,0,0.42,3.61,"Fox Interactive"
"357","Luigi's Mansion","GC",2001,"Action","Nintendo",2.38,0.67,0.46,0.1,3.6,"Nintendo"
"358","Battlefield 4","PS4",2013,"Shooter","Electronic Arts",1.35,1.55,0.17,0.51,3.59,"EA DICE"
"359","Star Wars: Battlefront II","PS2",2005,"Shooter","LucasArts",2.18,1.02,0.03,0.37,3.59,"Pandemic Studios"
"360","Just Dance 2014","Wii",2013,"Misc","Ubisoft",1.88,1.39,0,0.31,3.59,"Ubisoft"
"361","Cooking Mama 2: Dinner With Friends","DS",2007,"Simulation","505 Games",1.6,1.49,0.1,0.39,3.58,"Office Create"
"364","Grand Theft Auto: Liberty City Stories","PS2",2006,"Action","Take-Two Interactive",1.56,1.4,0.07,0.5,3.54,"Rockstar Leeds"
"365","The Getaway","PS2",2002,"Action","Sony Computer Entertainment",1.23,1.77,0.05,0.49,3.54,"Team Soho"
"367","James Bond 007: Agent Under Fire","PS2",2001,"Shooter","Electronic Arts",1.9,1.13,0.1,0.41,3.53,"EA Redwood Shores"
"370","FIFA Soccer 11","X360",2010,"Sports","Electronic Arts",0.71,2.39,0.02,0.4,3.52,"EA Sports"
"372","Left 4 Dead","X360",2008,"Shooter","Electronic Arts",2.66,0.49,0.05,0.3,3.51,"Certain Affinity"
"374","Assassin's Creed: Unity","XOne",2014,"Action","Ubisoft",2.27,0.9,0,0.33,3.5,"Ubisoft, Ubisoft Montreal"
"376","Resident Evil 5","X360",2009,"Action","Capcom",2.11,0.93,0.12,0.34,3.5,"Capcom"
"377","Assassin's Creed: Brotherhood","X360",2010,"Action","Ubisoft",2.85,0.38,0.03,0.24,3.49,"Ubisoft Montreal"
"379","Battlefield 4","PS3",2013,"Shooter","Electronic Arts",1.3,1.42,0.27,0.5,3.49,"EA DICE"
"380","Batman: Arkham Asylum","X360",2009,"Action","Eidos Interactive",2.2,0.95,0.02,0.31,3.48,"Rocksteady Studios"
"381","Battlefield 4","X360",2013,"Shooter","Electronic Arts",2.15,1.01,0.02,0.31,3.48,"EA DICE"
"382","Battlefield: Bad Company 2","X360",2010,"Shooter","Electronic Arts",2.1,1.01,0.04,0.32,3.47,"EA DICE"
"384","Guitar Hero: On Tour","DS",2008,"Misc","Activision",2.1,1.01,0.01,0.35,3.46,"Vicarious Visions"
"385","Clubhouse Games","DS",2006,"Misc","Nintendo",0.59,1.79,0.73,0.34,3.45,"Agenda"
"387","Borderlands","X360",2009,"Shooter","Take-Two Interactive",2.4,0.71,0.03,0.29,3.44,"Gearbox Software"
"388","Tekken 4","PS2",2002,"Fighting","Namco Bandai Games",1.55,1.27,0.33,0.29,3.44,"Namco"
"390","Grand Theft Auto 2","PS",1998,"Action","Take-Two Interactive",1.13,2.07,0,0.22,3.42,"DMA Design"
"391","Metal Gear Solid V: The Phantom Pain","PS4",2015,"Action","Konami Digital Entertainment",1.09,1.36,0.49,0.48,3.41,"Kojima Productions, Moby Dick Studio"
"392","Spider-Man 2","PS2",2004,"Action","Activision",1.75,1.2,0.02,0.43,3.41,"Treyarch"
"394","FIFA Soccer 2003","PS2",2002,"Sports","Electronic Arts",0.46,2.28,0.05,0.61,3.4,"EA Canada"
"395","LittleBigPlanet 2","PS3",2011,"Platform","Sony Computer Entertainment",1.83,1.05,0.06,0.46,3.39,"Media Molecule"
"396","Crash Bash","PS",2000,"Misc","Sony Computer Entertainment",1.56,1.47,0.19,0.17,3.39,"Eurocom Entertainment Software"
"397","Assassin's Creed Syndicate","PS4",2015,"Action","Ubisoft",0.81,1.99,0.07,0.52,3.39,"Ubisoft Quebec"
"398","LEGO Batman: The Videogame","X360",2008,"Action","Warner Bros. Interactive Entertainment",2.04,1.02,0,0.32,3.38,"Traveller's Tales"
"399","Destiny","XOne",2014,"Shooter","Activision",2.14,0.92,0,0.31,3.37,"Bungie Software, Bungie"
"402","Far Cry 3","PS3",2012,"Shooter","Ubisoft",0.88,1.7,0.1,0.67,3.35,"Ubisoft Montreal"
"405","James Bond 007: Nightfire","PS2",2002,"Shooter","Electronic Arts",1.45,1.29,0.12,0.46,3.33,"Eurocom Entertainment Software"
"408","Star Wars Episode III: Revenge of the Sith","PS2",2005,"Action","LucasArts",1.47,1.39,0.03,0.43,3.32,"Double Helix Games"
"409","The Legend of Zelda: Spirit Tracks","DS",2009,"Action","Nintendo",1.4,0.91,0.74,0.26,3.31,"Nintendo"
"410","Max Payne","PS2",2001,"Shooter","Take-Two Interactive",1.99,1.05,0.05,0.22,3.31,"Rockstar Toronto"
"411","Assassin's Creed IV: Black Flag","X360",2013,"Action","Ubisoft",1.9,1.11,0.01,0.29,3.3,"Ubisoft"
"412","The Lord of the Rings: The Return of the King","PS2",2003,"Action","Electronic Arts",1.5,1.28,0.05,0.46,3.28,"EA Games"
"414","Gears of War: Ultimate Edition","XOne",2015,"Shooter","Microsoft Game Studios",2.61,0.33,0,0.34,3.28,"Splash Damage, The Coalition"
"415","True Crime: Streets of LA","PS2",2003,"Action","Activision",1.89,1.05,0.02,0.31,3.27,"Luxoflux, Inc."
"416","Professor Layton and the Unwound Future","DS",2008,"Puzzle","Nintendo",0.6,1.57,0.82,0.27,3.26,"Level 5"
"418","FIFA 16","XOne",2015,"Sports","Electronic Arts",0.89,2.12,0,0.24,3.25,"EA Sports"
"419","Wii Music","Wii",2008,"Misc","Nintendo",1.35,1.11,0.46,0.32,3.25,"Nintendo"
"421","Madden NFL 16","PS4",2015,"Sports","Electronic Arts",2.34,0.3,0,0.6,3.24,"EA Sports"
"422","Gran Turismo 6","PS3",2013,"Racing","Sony Computer Entertainment",0.72,1.67,0.4,0.44,3.23,"Polyphony Digital"
"423","Halo: The Master Chief Collection","XOne",2014,"Shooter","Microsoft Game Studios",1.91,1,0.03,0.29,3.23,"343 Industries"
"425","Super Mario Maker","WiiU",2015,"Platform","Nintendo",1.18,0.89,0.94,0.2,3.21,"Nintendo"
"430","God of War: Chains of Olympus","PSP",2008,"Action","Sony Computer Entertainment",1.48,1,0.04,0.66,3.18,"Ready at Dawn"
"431","Enter the Matrix","PS2",2003,"Action","Atari",1.78,1.12,0.09,0.19,3.18,"Shiny Entertainment"
"432","Crisis Core: Final Fantasy VII","PSP",2007,"Role-Playing","Square Enix",1.35,0.59,0.8,0.43,3.18,"Square Enix"
"433","Dance Central","X360",2010,"Misc","MTV Games",2.15,0.76,0.01,0.26,3.17,"Harmonix Music Systems"
"434","L.A. Noire","PS3",2011,"Adventure","Take-Two Interactive",1.27,1.29,0.12,0.49,3.17,"Team Bondi"
"435","Ace Combat 04: Shattered Skies","PS2",2001,"Simulation","Sony Computer Entertainment Europe",2.06,0.56,0.38,0.17,3.17,"Namco"
"436","Animal Crossing","GC",2001,"Simulation","Nintendo",1.92,0.16,0.99,0.09,3.15,"Nintendo"
"437","FIFA Soccer 08","PS2",2007,"Sports","Electronic Arts",0.68,0,0,2.46,3.14,"EA Canada"
"438","Club Penguin: Elite Penguin Force","DS",2008,"Adventure","Disney Interactive Studios",1.87,0.97,0,0.3,3.14,"1st Playable Productions"
"439","Spider-Man","PS",2000,"Action","Activision",1.7,1.25,0.02,0.16,3.13,"Neversoft Entertainment"
"440","Mario Party 9","Wii",2012,"Misc","Nintendo",1.06,1.09,0.76,0.22,3.13,"Nd Cube"
"441","Need for Speed III: Hot Pursuit","PS",1998,"Racing","Electronic Arts",2.14,0.86,0,0.13,3.12,"EA Canada"
"443","Sonic Rush","DS",2005,"Platform","Sega",1.21,1.56,0.06,0.29,3.12,"Dimps Corporation, Sonic Team"
"445","Rhythm Heaven","DS",2008,"Misc","Nintendo",0.55,0.5,1.93,0.13,3.11,"Nintendo"
"446","Fallout: New Vegas","PS3",2010,"Role-Playing","Bethesda Softworks",1.52,1.03,0.1,0.46,3.11,"Obsidian Entertainment"
"447","Personal Trainer: Cooking","DS",2006,"Misc","Nintendo",0.9,1,1.03,0.17,3.11,"Indies Zero"
"448","The Elder Scrolls IV: Oblivion","PS3",2007,"Role-Playing","Ubisoft",1.69,0.85,0.14,0.43,3.1,"4J Studios"
"449","The Legend of Zelda: A Link Between Worlds","3DS",2013,"Action","Nintendo",1.4,1.01,0.46,0.23,3.1,"Nintendo"
"450","Resident Evil 6","PS3",2012,"Shooter","Capcom",0.88,0.94,0.88,0.4,3.1,"Capcom"
"451","Mass Effect 2","X360",2010,"Role-Playing","Electronic Arts",1.99,0.81,0.03,0.27,3.1,"BioWare"
"452","Dragon Ball Z: Budokai","PS2",2002,"Fighting","Atari",2.17,0.28,0.55,0.08,3.09,"Dimps Corporation"
"453","Madden NFL 2002","PS2",2001,"Sports","Electronic Arts",2.5,0.16,0.01,0.42,3.08,"EA Sports"
"456","The Sims: Vacation","PC",2002,"Simulation","Electronic Arts",1.72,1.21,0,0.14,3.07,"Maxis"
"458","Animal Crossing: Happy Home Designer","3DS",2015,"Simulation","Nintendo",0.51,1.02,1.4,0.12,3.05,"Nintendo"
"459","The Sims 4","PC",2014,"Simulation","Electronic Arts",1,1.82,0,0.23,3.05,"Maxis"
"460","Borderlands 2","X360",2012,"Shooter","Take-Two Interactive",1.89,0.88,0.04,0.25,3.05,"Gearbox Software"
"461","LEGO Batman: The Videogame","DS",2008,"Action","Warner Bros. Interactive Entertainment",1.75,1.01,0,0.29,3.05,"TT Fusion"
"462","Kung Fu Panda","X360",2008,"Action","Activision",1.91,0.84,0,0.29,3.04,"Luxoflux, Inc."
"463","Mass Effect 3","X360",2012,"Role-Playing","Electronic Arts",1.94,0.84,0.03,0.24,3.04,"BioWare"
"464","Heavy Rain","PS3",2010,"Adventure","Sony Computer Entertainment",1.29,1.21,0.06,0.47,3.03,"Quantic Dream"
"466","Saints Row 2","X360",2008,"Action","THQ",1.94,0.79,0.02,0.28,3.03,"Volition Inc."
"467","Tom Clancy's Splinter Cell","XB",2002,"Action","Ubisoft",1.85,1.04,0,0.13,3.02,"Ubisoft Montreal"
"470","FIFA 14","PS4",2013,"Sports","Electronic Arts",0.61,1.85,0.11,0.44,3.01,"EA Canada"
"471","Killzone 2","PS3",2009,"Shooter","Sony Computer Entertainment",1.4,1.06,0.08,0.47,3.01,"Guerrilla"
"472","Far Cry 3","X360",2012,"Shooter","Ubisoft",1.38,1.32,0.02,0.28,3,"Ubisoft Montreal"
"473","Epic Mickey","Wii",2010,"Platform","Disney Interactive Studios",2.04,0.63,0.12,0.22,3,"Junction Point"
"474","NBA 2K13","X360",2012,"Sports","Take-Two Interactive",2.6,0.2,0.01,0.19,3,"Visual Concepts"
"475","Dragon Ball Z: Budokai Tenkaichi 3","PS2",2007,"Fighting","Atari",1.15,0,0.76,1.09,3,"Spike, Namco Bandai Games"
"478","The Sims: Livin Large","PC",2000,"Misc","Electronic Arts",1.67,1.18,0,0.13,2.99,"Maxis"
"479","World Soccer Winning Eleven 6 International","PS2",2002,"Sports","Konami Digital Entertainment",0.12,1.26,1.16,0.45,2.99,"KCET"
"480","Devil May Cry","PS2",2001,"Action","Capcom",1.36,0.86,0.64,0.13,2.99,"Capcom"
"481","Star Wars: The Old Republic","PC",2011,"Role-Playing","Electronic Arts",1.58,1.01,0,0.38,2.96,"LucasArts, BioWare"
"482","Middle-Earth: Shadow of Mordor","PS4",2014,"Action","Warner Bros. Interactive Entertainment",1.01,1.43,0.05,0.47,2.96,"Monolith Productions"
"483","Sonic Heroes","PS2",2003,"Platform","Sega",1.04,1.37,0.06,0.49,2.96,"Sonic Team"
"484","Hitman 2: Silent Assassin","PS2",2002,"Action","Eidos Interactive",1.36,1.15,0.04,0.41,2.96,"Io Interactive"
"485","Titanfall","XOne",2014,"Shooter","Electronic Arts",1.84,0.8,0.04,0.27,2.95,"Respawn Entertainment"
"486","Battlefield: Bad Company 2","PS3",2010,"Shooter","Electronic Arts",1.33,1.1,0.08,0.44,2.95,"EA DICE"
"488","SOCOM II: U.S. Navy SEALs","PS2",2003,"Shooter","Sony Computer Entertainment",2.22,0.51,0.06,0.15,2.94,"Zipper Interactive"
"490","Pac-Man Collection","GBA",2001,"Puzzle","Atari",2.07,0.77,0.05,0.05,2.94,"Mass Media"
"491","Street Fighter IV","X360",2009,"Fighting","Capcom",1.82,0.7,0.15,0.26,2.94,"Capcom"
"492","inFAMOUS","PS3",2009,"Action","Sony Computer Entertainment",1.76,0.68,0.12,0.37,2.93,"Sucker Punch"
"493","Kirby Super Star Ultra","DS",2008,"Platform","Nintendo",1.55,0.04,1.19,0.15,2.92,"HAL Labs"
"494","Call of Duty: Ghosts","XOne",2013,"Shooter","Activision",1.88,0.77,0,0.27,2.92,"Infinity Ward"
"495","FIFA 15","X360",2014,"Sports","Electronic Arts",0.79,1.92,0,0.21,2.92,"EA Sports"
"497","Mass Effect","X360",2007,"Role-Playing","Microsoft Game Studios",1.83,0.79,0.03,0.27,2.91,"BioWare"
"498","Sonic Mega Collection Plus","PS2",2004,"Misc","Sega",1.54,1.14,0,0.22,2.9,"Sonic Team"
"499","World Soccer Winning Eleven 7 International","PS2",2003,"Sports","Konami Digital Entertainment",0.08,1.24,1.13,0.45,2.9,"KCET"
"500","Sega Superstars Tennis","X360",2008,"Sports","Sega",1.75,0.86,0,0.28,2.89,"Sumo Digital"
"501","Hot Shots Golf 3","PS2",2001,"Sports","Sony Computer Entertainment",0.99,0.32,1.38,0.2,2.89,"Clap Hanz"
"502","Cooking Mama: Cook Off","Wii",2007,"Simulation","505 Games",1.41,1.12,0.05,0.3,2.89,"OfficeCreate"
"503","Call of Duty: Finest Hour","PS2",2004,"Shooter","Activision",1.51,1.12,0.01,0.24,2.89,"Spark Unlimited"
"504","WarioWare: Smooth Moves","Wii",2006,"Puzzle","Nintendo",0.86,1.04,0.73,0.26,2.89,"Intelligent Systems"
"506","Imagine: Babyz","DS",2007,"Simulation","Ubisoft",1.3,1.26,0,0.31,2.87,"Ubisoft"
"508","Madden NFL 13","X360",2012,"Sports","Electronic Arts",2.53,0.15,0,0.17,2.86,"EA Tiburon"
"509","The Elder Scrolls III: Morrowind","XB",2002,"Role-Playing","Ubisoft",2.09,0.63,0.03,0.11,2.86,"Bethesda Softworks"
"510","Assassin's Creed IV: Black Flag","PS4",2013,"Action","Ubisoft",1.07,1.31,0.06,0.42,2.85,"Ubisoft"
"514","Mortal Kombat","PS3",2011,"Fighting","Warner Bros. Interactive Entertainment",1.98,0.53,0,0.34,2.84,"NetherRealm Studios"
"515","Madden NFL 10","X360",2009,"Sports","Electronic Arts",2.52,0.09,0,0.22,2.83,"EA Tiburon"
"517","BioShock","X360",2007,"Shooter","Take-Two Interactive",1.65,0.85,0.05,0.28,2.83,"Irrational Games, 2K Marin"
"518","Metroid Prime","GC",2002,"Shooter","Nintendo",1.96,0.67,0.1,0.09,2.82,"Retro Studios"
"519","Assassin's Creed: Brotherhood","PS3",2010,"Action","Ubisoft",1.87,0.55,0.11,0.29,2.82,"Ubisoft Montreal"
"520","Finding Nemo","GBA",2003,"Action","THQ",1.59,1.05,0.04,0.14,2.82,"Vicarious Visions"
"521","Zumba Fitness 2","Wii",2011,"Sports","Majesco Entertainment",1.51,1.03,0,0.27,2.81,"Majesco Games, Majesco"
"523","Medal of Honor","PS3",2010,"Shooter","Electronic Arts",1.28,1.04,0.07,0.42,2.81,"EA DICE, Danger Close"
"525","Imagine: Fashion Designer","DS",2007,"Simulation","Ubisoft",1.32,1.19,0,0.3,2.8,"Virtual Toys"
"530","inFAMOUS: Second Son","PS4",2014,"Action","Sony Computer Entertainment",1.28,0.98,0.07,0.46,2.79,"Sucker Punch"
"534","NBA Street","PS2",2001,"Sports","Electronic Arts",2.19,0.22,0,0.38,2.79,"NuFX"
"535","Jak II","PS2",2003,"Platform","Sony Computer Entertainment",1.68,0.74,0,0.36,2.78,"Naughty Dog"
"537","Need for Speed: Hot Pursuit","PS3",2010,"Racing","Electronic Arts",1.05,1.23,0.03,0.47,2.78,"Criterion Games"
"538","Skylanders: Spyro's Adventure","Wii",2011,"Action","Activision",1.35,1.13,0,0.3,2.78,"Toys for Bob"
"539","Battlefield 3","PC",2011,"Shooter","Electronic Arts",0.89,1.43,0,0.46,2.78,"EA DICE"
"540","Mortal Kombat X","PS4",2015,"Fighting","Warner Bros. Interactive Entertainment",1.5,0.8,0,0.48,2.78,"Warner Bros. Interactive Entertainment, NetherRealm Studios"
"541","The Sims","PS2",2003,"Simulation","Electronic Arts",1.41,1.12,0,0.24,2.77,"Edge of Reality"
"542","Killzone 3","PS3",2011,"Shooter","Sony Computer Entertainment",1.45,0.86,0.09,0.38,2.77,"Guerrilla"
"543","Star Wars: The Force Unleashed","X360",2008,"Action","LucasArts",1.74,0.77,0,0.26,2.77,"LucasArts"
"545","Yoshi's Island DS","DS",2006,"Platform","Nintendo",1.45,0.07,1.1,0.15,2.76,"Artoon"
"546","Saints Row: The Third","X360",2011,"Action","THQ",1.25,1.14,0.07,0.3,2.76,"Volition Inc."
"549","Tekken 6","PS3",2009,"Fighting","Namco Bandai Games",1.2,0.97,0.17,0.42,2.75,"Namco Bandai Games"
"552","Sonic and the Secret Rings","Wii",2007,"Platform","Sega",1.21,1.19,0.04,0.29,2.73,"Sonic Team"
"553","FIFA 16","PS3",2015,"Sports","Electronic Arts",0.41,1.84,0.05,0.4,2.71,"EA Sports"
"554","The Legend of Zelda: A Link to the Past","GBA",2002,"Action","Nintendo",1.75,0.52,0.33,0.1,2.7,"Capcom"
"555","Onimusha: Warlords","PS2",2001,"Action","Virgin Interactive",0.99,0.48,1.09,0.14,2.7,"Capcom"
"557","L.A. Noire","X360",2011,"Adventure","Take-Two Interactive",1.52,0.92,0.02,0.24,2.7,"Team Bondi"
"558","Call of Duty 3","X360",2006,"Shooter","Activision",1.49,0.92,0.02,0.27,2.7,"Treyarch"
"559","Madden NFL 12","X360",2011,"Sports","Electronic Arts",2.42,0.11,0,0.16,2.69,"EA Tiburon"
"560","LEGO Star Wars II: The Original Trilogy","PS2",2006,"Action","LucasArts",1.85,0.64,0.01,0.19,2.69,"Traveller's Tales"
"561","Killzone: Shadow Fall","PS4",2013,"Shooter","Sony Computer Entertainment",0.89,1.33,0.08,0.39,2.69,"Guerrilla"
"562","Madden NFL 11","X360",2010,"Sports","Electronic Arts",2.38,0.12,0,0.18,2.69,"EA Tiburon"
"563","Burnout 3: Takedown","PS2",2004,"Racing","Electronic Arts",1.23,1.11,0,0.34,2.68,"Criterion Games"
"566","Mario vs. Donkey Kong: Mini-Land Mayhem!","DS",2010,"Puzzle","Nintendo",1.63,0.51,0.35,0.18,2.67,"Nintendo"
"567","Professor Layton and the Last Specter","DS",2009,"Puzzle","Nintendo",0.28,1.39,0.68,0.32,2.67,"Level 5"
"568","Call Of Duty 2: Big Red One","PS2",2005,"Shooter","Activision",1.48,0.92,0.01,0.26,2.67,"Treyarch"
"569","Medal of Honor","PS",1998,"Shooter","Electronic Arts",1.44,1.09,0,0.14,2.67,"Dreamworks Interactive"
"570","Fable","XB",2004,"Role-Playing","Microsoft Game Studios",1.99,0.58,0,0.09,2.66,"Big Blue Box"
"571","Guitar Hero: World Tour","X360",2008,"Misc","Activision",1.78,0.63,0,0.25,2.66,"Neversoft Entertainment"
"572","FIFA 17","XOne",2016,"Sports","Electronic Arts",0.43,2.05,0,0.17,2.65,"EA Sports, EA Vancouver"
"573","Hannah Montana","DS",2006,"Action","Disney Interactive Studios",1.59,0.8,0,0.26,2.65,"DC Studios"
"574","Tom Clancy's Splinter Cell","PS2",2003,"Action","Ubisoft",1.15,1.11,0,0.4,2.65,"Ubisoft Shanghai"
"576","Need for Speed: Shift","PS3",2009,"Racing","Electronic Arts",0.69,1.4,0.04,0.52,2.65,"Slightly Mad Studios"
"578","Medal of Honor Heroes","PSP",2006,"Shooter","Electronic Arts",0.86,1.11,0.01,0.66,2.65,"Team Fusion"
"579","Final Fantasy XIII-2","PS3",2011,"Role-Playing","Square Enix",0.78,0.73,0.89,0.23,2.63,"Square Enix"
"580","Midnight Club: Street Racing","PS2",2000,"Racing","Take-Two Interactive",2,0.47,0.02,0.14,2.63,"Angel Studios"
"581","Skate 3","X360",2010,"Sports","Electronic Arts",1.47,0.93,0,0.24,2.63,"EA Black Box"
"582","ESPN NFL 2K5","PS2",2004,"Sports","Sega",2.15,0.12,0,0.36,2.62,"Visual Concepts"
"583","Halo Wars","X360",2009,"Strategy","Microsoft Game Studios",1.54,0.8,0.04,0.24,2.62,"Ensemble Studios"
"584","NBA 2K12","X360",2011,"Sports","Take-Two Interactive",2.31,0.14,0.01,0.16,2.62,"Visual Concepts"
"586","FIFA Soccer 10","X360",2009,"Sports","Electronic Arts",0.59,1.79,0.01,0.23,2.62,"EA Sports"
"587","Medal of Honor","X360",2010,"Shooter","Electronic Arts",1.56,0.8,0.04,0.21,2.61,"Dice, Danger Close"
"588","Harry Potter and the Chamber of Secrets","PS2",2002,"Action","Electronic Arts",0.9,1.22,0.04,0.44,2.61,"Electronic Arts"
"590","God of War Collection","PS3",2009,"Action","Sony Computer Entertainment",1.7,0.44,0.06,0.4,2.6,"Bluepoint Games"
